Hauteur=100.000000, Largeur=100.000000, Population=300, Prop initiale=0.850000, Periode=150

Heure=150: Sains=208, Malades=92, Morts=0, Moy deplacement=0.605, Moy infection=0.123, Moy mort=0.057, Prop confinement=0.300
Heure=11550: Sains=104, Malades=106, Morts=90, Moy deplacement=0.615, Moy infection=0.009, Moy mort=0.006, Prop confinement=0.300

Heure=11700: Sains=94, Malades=116, Morts=90, Moy deplacement=0.709, Moy infection=0.009, Moy mort=0.006, Prop confinement=0.300

Heure=11850: Sains=99, Malades=110, Morts=91, Moy deplacement=0.704, Moy infection=0.009, Moy mort=0.006, Prop confinement=0.300

Heure=12000: Sains=121, Malades=88, Morts=91, Moy deplacement=0.659, Moy infection=0.007, Moy mort=0.006, Prop confinement=0.300

Heure=12150: Sains=136, Malades=73, Morts=91, Moy deplacement=0.619, Moy infection=0.006, Moy mort=0.006, Prop confinement=0.300

Heure=12300: Sains=126, Malades=83, Morts=91, Moy deplacement=0.670, Moy infection=0.006, Moy mort=0.006, Prop confinement=0.300

Heure=12450: Sains=108, Malades=101, Morts=91, Moy deplacement=0.604, Moy infection=0.008, Moy mort=0.006, Prop confinement=0.300

Heure=12600: Sains=92, Malades=117, Morts=91, Moy deplacement=0.616, Moy infection=0.009, Moy mort=0.006, Prop confinement=0.300

Heure=12750: Sains=105, Malades=104, Morts=91, Moy deplacement=0.596, Moy infection=0.008, Moy mort=0.006, Prop confinement=0.300

Heure=12900: Sains=129, Malades=78, Morts=93, Moy deplacement=0.641, Moy infection=0.006, Moy mort=0.006, Prop confinement=0.300

Heure=13050: Sains=139, Malades=68, Morts=93, Moy deplacement=0.653, Moy infection=0.005, Moy mort=0.006, Prop confinement=0.300

Heure=13200: Sains=140, Malades=67, Morts=93, Moy deplacement=0.670, Moy infection=0.005, Moy mort=0.006, Prop confinement=0.300

Heure=13350: Sains=137, Malades=70, Morts=93, Moy deplacement=0.602, Moy infection=0.005, Moy mort=0.006, Prop confinement=0.300

Heure=13500: Sains=140, Malades=67, Morts=93, Moy deplacement=0.591, Moy infection=0.005, Moy mort=0.006, Prop confinement=0.300

Heure=13650: Sains=127, Malades=80, Morts=93, Moy deplacement=0.652, Moy infection=0.006, Moy mort=0.006, Prop confinement=0.300

Heure=13800: Sains=118, Malades=89, Morts=93, Moy deplacement=0.651, Moy infection=0.007, Moy mort=0.006, Prop confinement=0.300

Heure=13950: Sains=121, Malades=86, Morts=93, Moy deplacement=0.654, Moy infection=0.006, Moy mort=0.006, Prop confinement=0.300

Heure=14100: Sains=124, Malades=83, Morts=93, Moy deplacement=0.651, Moy infection=0.006, Moy mort=0.006, Prop confinement=0.300

Heure=14250: Sains=131, Malades=76, Morts=93, Moy deplacement=0.680, Moy infection=0.005, Moy mort=0.006, Prop confinement=0.300

Heure=14400: Sains=140, Malades=67, Morts=93, Moy deplacement=0.666, Moy infection=0.005, Moy mort=0.006, Prop confinement=0.300

Heure=14550: Sains=138, Malades=69, Morts=93, Moy deplacement=0.661, Moy infection=0.005, Moy mort=0.006, Prop confinement=0.300

Heure=14700: Sains=137, Malades=70, Morts=93, Moy deplacement=0.683, Moy infection=0.005, Moy mort=0.006, Prop confinement=0.300

Heure=14850: Sains=127, Malades=80, Morts=93, Moy deplacement=0.645, Moy infection=0.006, Moy mort=0.006, Prop confinement=0.300

Heure=15000: Sains=129, Malades=75, Morts=96, Moy deplacement=0.654, Moy infection=0.005, Moy mort=0.005, Prop confinement=0.300

Heure=15150: Sains=125, Malades=79, Morts=96, Moy deplacement=0.656, Moy infection=0.006, Moy mort=0.005, Prop confinement=0.300

Heure=15300: Sains=112, Malades=92, Morts=96, Moy deplacement=0.644, Moy infection=0.006, Moy mort=0.005, Prop confinement=0.300

Heure=15450: Sains=109, Malades=95, Morts=96, Moy deplacement=0.613, Moy infection=0.007, Moy mort=0.005, Prop confinement=0.300

Heure=15600: Sains=115, Malades=89, Morts=96, Moy deplacement=0.673, Moy infection=0.006, Moy mort=0.005, Prop confinement=0.300

Heure=15750: Sains=130, Malades=74, Morts=96, Moy deplacement=0.677, Moy infection=0.005, Moy mort=0.005, Prop confinement=0.300

Heure=15900: Sains=141, Malades=63, Morts=96, Moy deplacement=0.659, Moy infection=0.004, Moy mort=0.005, Prop confinement=0.300

Heure=16050: Sains=141, Malades=62, Morts=97, Moy deplacement=0.634, Moy infection=0.004, Moy mort=0.005, Prop confinement=0.300

Heure=16200: Sains=144, Malades=59, Morts=97, Moy deplacement=0.649, Moy infection=0.004, Moy mort=0.005, Prop confinement=0.300

Heure=16350: Sains=142, Malades=61, Morts=97, Moy deplacement=0.637, Moy infection=0.004, Moy mort=0.005, Prop confinement=0.300

Heure=16500: Sains=132, Malades=71, Morts=97, Moy deplacement=0.641, Moy infection=0.005, Moy mort=0.005, Prop confinement=0.300

Heure=16650: Sains=124, Malades=79, Morts=97, Moy deplacement=0.645, Moy infection=0.005, Moy mort=0.005, Prop confinement=0.300

Heure=16800: Sains=120, Malades=83, Morts=97, Moy deplacement=0.602, Moy infection=0.006, Moy mort=0.005, Prop confinement=0.300

Heure=16950: Sains=127, Malades=76, Morts=97, Moy deplacement=0.643, Moy infection=0.005, Moy mort=0.005, Prop confinement=0.300

Heure=17100: Sains=125, Malades=78, Morts=97, Moy deplacement=0.677, Moy infection=0.005, Moy mort=0.005, Prop confinement=0.300

Heure=17250: Sains=140, Malades=63, Morts=97, Moy deplacement=0.661, Moy infection=0.004, Moy mort=0.005, Prop confinement=0.300

Heure=17400: Sains=143, Malades=60, Morts=97, Moy deplacement=0.623, Moy infection=0.004, Moy mort=0.005, Prop confinement=0.300

Heure=17550: Sains=155, Malades=48, Morts=97, Moy deplacement=0.624, Moy infection=0.003, Moy mort=0.005, Prop confinement=0.300

Heure=17700: Sains=145, Malades=58, Morts=97, Moy deplacement=0.667, Moy infection=0.004, Moy mort=0.005, Prop confinement=0.300

Heure=17850: Sains=143, Malades=60, Morts=97, Moy deplacement=0.657, Moy infection=0.004, Moy mort=0.005, Prop confinement=0.300

Heure=18000: Sains=153, Malades=50, Morts=97, Moy deplacement=0.647, Moy infection=0.003, Moy mort=0.005, Prop confinement=0.300

Heure=18150: Sains=161, Malades=42, Morts=97, Moy deplacement=0.630, Moy infection=0.003, Moy mort=0.005, Prop confinement=0.300

Heure=18300: Sains=155, Malades=48, Morts=97, Moy deplacement=0.637, Moy infection=0.003, Moy mort=0.005, Prop confinement=0.300

Heure=18450: Sains=140, Malades=63, Morts=97, Moy deplacement=0.665, Moy infection=0.004, Moy mort=0.005, Prop confinement=0.300

Heure=18600: Sains=129, Malades=74, Morts=97, Moy deplacement=0.668, Moy infection=0.005, Moy mort=0.005, Prop confinement=0.300

Heure=18750: Sains=141, Malades=62, Morts=97, Moy deplacement=0.642, Moy infection=0.004, Moy mort=0.005, Prop confinement=0.300

Heure=18900: Sains=151, Malades=52, Morts=97, Moy deplacement=0.655, Moy infection=0.003, Moy mort=0.005, Prop confinement=0.300

Heure=19050: Sains=158, Malades=45, Morts=97, Moy deplacement=0.643, Moy infection=0.003, Moy mort=0.005, Prop confinement=0.300

Heure=19200: Sains=153, Malades=50, Morts=97, Moy deplacement=0.659, Moy infection=0.003, Moy mort=0.005, Prop confinement=0.300

Heure=19350: Sains=156, Malades=46, Morts=98, Moy deplacement=0.608, Moy infection=0.003, Moy mort=0.005, Prop confinement=0.300

Heure=19500: Sains=152, Malades=50, Morts=98, Moy deplacement=0.628, Moy infection=0.003, Moy mort=0.005, Prop confinement=0.300

Heure=19650: Sains=152, Malades=50, Morts=98, Moy deplacement=0.680, Moy infection=0.003, Moy mort=0.005, Prop confinement=0.300

Heure=19800: Sains=146, Malades=56, Morts=98, Moy deplacement=0.676, Moy infection=0.003, Moy mort=0.005, Prop confinement=0.300

Heure=19950: Sains=149, Malades=53, Morts=98, Moy deplacement=0.621, Moy infection=0.003, Moy mort=0.005, Prop confinement=0.300

Heure=20100: Sains=151, Malades=51, Morts=98, Moy deplacement=0.687, Moy infection=0.003, Moy mort=0.005, Prop confinement=0.300

Heure=20250: Sains=147, Malades=55, Morts=98, Moy deplacement=0.669, Moy infection=0.003, Moy mort=0.005, Prop confinement=0.300

Heure=20400: Sains=146, Malades=56, Morts=98, Moy deplacement=0.653, Moy infection=0.003, Moy mort=0.005, Prop confinement=0.300

Heure=20550: Sains=147, Malades=54, Morts=99, Moy deplacement=0.606, Moy infection=0.003, Moy mort=0.005, Prop confinement=0.300

Heure=20700: Sains=141, Malades=60, Morts=99, Moy deplacement=0.665, Moy infection=0.004, Moy mort=0.005, Prop confinement=0.300

Heure=20850: Sains=132, Malades=69, Morts=99, Moy deplacement=0.671, Moy infection=0.004, Moy mort=0.005, Prop confinement=0.300

Heure=21000: Sains=125, Malades=75, Morts=100, Moy deplacement=0.624, Moy infection=0.005, Moy mort=0.005, Prop confinement=0.300

Heure=21150: Sains=131, Malades=69, Morts=100, Moy deplacement=0.640, Moy infection=0.004, Moy mort=0.005, Prop confinement=0.300

Heure=21300: Sains=139, Malades=61, Morts=100, Moy deplacement=0.620, Moy infection=0.004, Moy mort=0.005, Prop confinement=0.300

Heure=21450: Sains=152, Malades=48, Morts=100, Moy deplacement=0.645, Moy infection=0.003, Moy mort=0.005, Prop confinement=0.300

Heure=21600: Sains=150, Malades=50, Morts=100, Moy deplacement=0.586, Moy infection=0.003, Moy mort=0.005, Prop confinement=0.300

Heure=21750: Sains=151, Malades=49, Morts=100, Moy deplacement=0.623, Moy infection=0.003, Moy mort=0.005, Prop confinement=0.300

Heure=21900: Sains=152, Malades=48, Morts=100, Moy deplacement=0.660, Moy infection=0.003, Moy mort=0.005, Prop confinement=0.300

Heure=22050: Sains=161, Malades=39, Morts=100, Moy deplacement=0.635, Moy infection=0.002, Moy mort=0.005, Prop confinement=0.300

Heure=22200: Sains=169, Malades=31, Morts=100, Moy deplacement=0.614, Moy infection=0.002, Moy mort=0.005, Prop confinement=0.300

Heure=22350: Sains=176, Malades=24, Morts=100, Moy deplacement=0.626, Moy infection=0.001, Moy mort=0.005, Prop confinement=0.300

Heure=22500: Sains=178, Malades=21, Morts=101, Moy deplacement=0.656, Moy infection=0.001, Moy mort=0.005, Prop confinement=0.300

Heure=22650: Sains=177, Malades=22, Morts=101, Moy deplacement=0.635, Moy infection=0.001, Moy mort=0.005, Prop confinement=0.300

Heure=22800: Sains=184, Malades=15, Morts=101, Moy deplacement=0.629, Moy infection=0.001, Moy mort=0.005, Prop confinement=0.300

Heure=22950: Sains=184, Malades=15, Morts=101, Moy deplacement=0.618, Moy infection=0.001, Moy mort=0.005, Prop confinement=0.300

Heure=23100: Sains=182, Malades=17, Morts=101, Moy deplacement=0.618, Moy infection=0.001, Moy mort=0.005, Prop confinement=0.300

Heure=23250: Sains=181, Malades=18, Morts=101, Moy deplacement=0.654, Moy infection=0.001, Moy mort=0.005, Prop confinement=0.300

Heure=23400: Sains=178, Malades=21, Morts=101, Moy deplacement=0.690, Moy infection=0.001, Moy mort=0.005, Prop confinement=0.300

Heure=23550: Sains=176, Malades=23, Morts=101, Moy deplacement=0.598, Moy infection=0.001, Moy mort=0.005, Prop confinement=0.300

Heure=23700: Sains=172, Malades=27, Morts=101, Moy deplacement=0.612, Moy infection=0.002, Moy mort=0.005, Prop confinement=0.300

Heure=23850: Sains=167, Malades=32, Morts=101, Moy deplacement=0.647, Moy infection=0.002, Moy mort=0.005, Prop confinement=0.300

Heure=24000: Sains=166, Malades=33, Morts=101, Moy deplacement=0.614, Moy infection=0.002, Moy mort=0.005, Prop confinement=0.300

Heure=24150: Sains=162, Malades=37, Morts=101, Moy deplacement=0.604, Moy infection=0.002, Moy mort=0.005, Prop confinement=0.300

Heure=24300: Sains=165, Malades=34, Morts=101, Moy deplacement=0.620, Moy infection=0.002, Moy mort=0.005, Prop confinement=0.300

Heure=24450: Sains=167, Malades=32, Morts=101, Moy deplacement=0.571, Moy infection=0.002, Moy mort=0.005, Prop confinement=0.300

Heure=24600: Sains=166, Malades=33, Morts=101, Moy deplacement=0.651, Moy infection=0.002, Moy mort=0.005, Prop confinement=0.300

Heure=24750: Sains=162, Malades=37, Morts=101, Moy deplacement=0.615, Moy infection=0.002, Moy mort=0.005, Prop confinement=0.300

Heure=24900: Sains=163, Malades=36, Morts=101, Moy deplacement=0.622, Moy infection=0.002, Moy mort=0.005, Prop confinement=0.300

Heure=25050: Sains=161, Malades=38, Morts=101, Moy deplacement=0.650, Moy infection=0.002, Moy mort=0.005, Prop confinement=0.300

Heure=25200: Sains=157, Malades=42, Morts=101, Moy deplacement=0.638, Moy infection=0.002, Moy mort=0.005, Prop confinement=0.300

Heure=25350: Sains=153, Malades=46, Morts=101, Moy deplacement=0.632, Moy infection=0.003, Moy mort=0.005, Prop confinement=0.300

Heure=25500: Sains=152, Malades=47, Morts=101, Moy deplacement=0.633, Moy infection=0.003, Moy mort=0.005, Prop confinement=0.300

Heure=25650: Sains=152, Malades=47, Morts=101, Moy deplacement=0.649, Moy infection=0.003, Moy mort=0.005, Prop confinement=0.300

Heure=25800: Sains=157, Malades=41, Morts=102, Moy deplacement=0.649, Moy infection=0.002, Moy mort=0.005, Prop confinement=0.300

Heure=25950: Sains=167, Malades=31, Morts=102, Moy deplacement=0.650, Moy infection=0.002, Moy mort=0.005, Prop confinement=0.300

Heure=26100: Sains=165, Malades=33, Morts=102, Moy deplacement=0.658, Moy infection=0.002, Moy mort=0.005, Prop confinement=0.300

Heure=26250: Sains=169, Malades=29, Morts=102, Moy deplacement=0.674, Moy infection=0.002, Moy mort=0.005, Prop confinement=0.300

Heure=26400: Sains=168, Malades=30, Morts=102, Moy deplacement=0.635, Moy infection=0.002, Moy mort=0.005, Prop confinement=0.300

Heure=26550: Sains=170, Malades=28, Morts=102, Moy deplacement=0.603, Moy infection=0.002, Moy mort=0.005, Prop confinement=0.300

Heure=26700: Sains=168, Malades=30, Morts=102, Moy deplacement=0.656, Moy infection=0.002, Moy mort=0.005, Prop confinement=0.300

Heure=26850: Sains=172, Malades=25, Morts=103, Moy deplacement=0.654, Moy infection=0.001, Moy mort=0.004, Prop confinement=0.300

Heure=27000: Sains=171, Malades=26, Morts=103, Moy deplacement=0.693, Moy infection=0.001, Moy mort=0.004, Prop confinement=0.300

Heure=27150: Sains=176, Malades=21, Morts=103, Moy deplacement=0.639, Moy infection=0.001, Moy mort=0.004, Prop confinement=0.300

Heure=27300: Sains=177, Malades=20, Morts=103, Moy deplacement=0.667, Moy infection=0.001, Moy mort=0.004, Prop confinement=0.300

Heure=27450: Sains=174, Malades=23, Morts=103, Moy deplacement=0.630, Moy infection=0.001, Moy mort=0.004, Prop confinement=0.300

Heure=27600: Sains=170, Malades=27, Morts=103, Moy deplacement=0.690, Moy infection=0.002, Moy mort=0.004, Prop confinement=0.300

Heure=27750: Sains=161, Malades=36, Morts=103, Moy deplacement=0.632, Moy infection=0.002, Moy mort=0.004, Prop confinement=0.300

Heure=27900: Sains=161, Malades=36, Morts=103, Moy deplacement=0.687, Moy infection=0.002, Moy mort=0.004, Prop confinement=0.300

Heure=28050: Sains=156, Malades=41, Morts=103, Moy deplacement=0.661, Moy infection=0.002, Moy mort=0.004, Prop confinement=0.300

Heure=28200: Sains=161, Malades=36, Morts=103, Moy deplacement=0.624, Moy infection=0.002, Moy mort=0.004, Prop confinement=0.300

Heure=28350: Sains=161, Malades=36, Morts=103, Moy deplacement=0.662, Moy infection=0.002, Moy mort=0.004, Prop confinement=0.300

Heure=28500: Sains=164, Malades=33, Morts=103, Moy deplacement=0.702, Moy infection=0.002, Moy mort=0.004, Prop confinement=0.300

Heure=28650: Sains=172, Malades=25, Morts=103, Moy deplacement=0.651, Moy infection=0.001, Moy mort=0.004, Prop confinement=0.300

Heure=28800: Sains=173, Malades=24, Morts=103, Moy deplacement=0.621, Moy infection=0.001, Moy mort=0.004, Prop confinement=0.300

Heure=28950: Sains=178, Malades=19, Morts=103, Moy deplacement=0.678, Moy infection=0.001, Moy mort=0.004, Prop confinement=0.300

Heure=29100: Sains=184, Malades=13, Morts=103, Moy deplacement=0.631, Moy infection=0.001, Moy mort=0.004, Prop confinement=0.300

Heure=29250: Sains=190, Malades=7, Morts=103, Moy deplacement=0.622, Moy infection=0.000, Moy mort=0.004, Prop confinement=0.300

Heure=29400: Sains=190, Malades=7, Morts=103, Moy deplacement=0.636, Moy infection=0.000, Moy mort=0.004, Prop confinement=0.300

Heure=29550: Sains=192, Malades=5, Morts=103, Moy deplacement=0.662, Moy infection=0.000, Moy mort=0.004, Prop confinement=0.300

Heure=29700: Sains=194, Malades=3, Morts=103, Moy deplacement=0.620, Moy infection=0.000, Moy mort=0.004, Prop confinement=0.300

Simulation terminee apres 29847 heures.
Statistiques finales :
  Total infections : 8135
  Max infections/heure : 7
  Min infections/heure : 0
  Moyenne infections/heure : 0.27
  Total morts : 103
  Max morts/heure : 0
  Min morts/heure : 0
  Moyenne morts/heure : 0.0034509331
