Hauteur=100.000000, Largeur=200.000000, Population=100, Prop initiale=0.500000, Periode=150

Heure=150: Sains=88, Malades=12, Morts=0, Moy deplacement=0.583, Moy infection=0.048, Moy mort=0.051, Prop confinement=0.300
Heure=3600: Sains=33, Malades=55, Morts=12, Moy deplacement=0.678, Moy infection=0.032, Moy mort=0.018, Prop confinement=0.300

Heure=3750: Sains=33, Malades=55, Morts=12, Moy deplacement=0.626, Moy infection=0.032, Moy mort=0.018, Prop confinement=0.300

Heure=3900: Sains=36, Malades=52, Morts=12, Moy deplacement=0.641, Moy infection=0.029, Moy mort=0.018, Prop confinement=0.300

Heure=4050: Sains=40, Malades=48, Morts=12, Moy deplacement=0.627, Moy infection=0.026, Moy mort=0.018, Prop confinement=0.300

Heure=4200: Sains=41, Malades=45, Morts=14, Moy deplacement=0.642, Moy infection=0.024, Moy mort=0.015, Prop confinement=0.300

Heure=4350: Sains=48, Malades=38, Morts=14, Moy deplacement=0.711, Moy infection=0.019, Moy mort=0.015, Prop confinement=0.300

Heure=4500: Sains=34, Malades=52, Morts=14, Moy deplacement=0.669, Moy infection=0.027, Moy mort=0.015, Prop confinement=0.300

Heure=4650: Sains=39, Malades=47, Morts=14, Moy deplacement=0.674, Moy infection=0.024, Moy mort=0.015, Prop confinement=0.300

Heure=4800: Sains=50, Malades=34, Morts=16, Moy deplacement=0.642, Moy infection=0.017, Moy mort=0.015, Prop confinement=0.300

Heure=4950: Sains=60, Malades=24, Morts=16, Moy deplacement=0.599, Moy infection=0.012, Moy mort=0.015, Prop confinement=0.300

Heure=5100: Sains=56, Malades=28, Morts=16, Moy deplacement=0.660, Moy infection=0.014, Moy mort=0.015, Prop confinement=0.300

Heure=5250: Sains=53, Malades=31, Morts=16, Moy deplacement=0.653, Moy infection=0.015, Moy mort=0.015, Prop confinement=0.300

Heure=5400: Sains=50, Malades=34, Morts=16, Moy deplacement=0.678, Moy infection=0.016, Moy mort=0.015, Prop confinement=0.300

Heure=5550: Sains=49, Malades=35, Morts=16, Moy deplacement=0.677, Moy infection=0.016, Moy mort=0.015, Prop confinement=0.300

Heure=5700: Sains=52, Malades=32, Morts=16, Moy deplacement=0.621, Moy infection=0.015, Moy mort=0.015, Prop confinement=0.300

Heure=5850: Sains=58, Malades=26, Morts=16, Moy deplacement=0.679, Moy infection=0.012, Moy mort=0.015, Prop confinement=0.300

Heure=6000: Sains=48, Malades=36, Morts=16, Moy deplacement=0.644, Moy infection=0.016, Moy mort=0.015, Prop confinement=0.300

Heure=6150: Sains=46, Malades=38, Morts=16, Moy deplacement=0.601, Moy infection=0.017, Moy mort=0.015, Prop confinement=0.300

Heure=6300: Sains=43, Malades=41, Morts=16, Moy deplacement=0.593, Moy infection=0.018, Moy mort=0.015, Prop confinement=0.300

Heure=6450: Sains=44, Malades=40, Morts=16, Moy deplacement=0.634, Moy infection=0.017, Moy mort=0.015, Prop confinement=0.300

Heure=6600: Sains=47, Malades=37, Morts=16, Moy deplacement=0.641, Moy infection=0.016, Moy mort=0.015, Prop confinement=0.300

Heure=6750: Sains=59, Malades=25, Morts=16, Moy deplacement=0.586, Moy infection=0.010, Moy mort=0.015, Prop confinement=0.300

Heure=6900: Sains=58, Malades=26, Morts=16, Moy deplacement=0.633, Moy infection=0.010, Moy mort=0.015, Prop confinement=0.300

Heure=7050: Sains=57, Malades=27, Morts=16, Moy deplacement=0.631, Moy infection=0.011, Moy mort=0.015, Prop confinement=0.300

Heure=7200: Sains=59, Malades=25, Morts=16, Moy deplacement=0.620, Moy infection=0.010, Moy mort=0.015, Prop confinement=0.300

Heure=7350: Sains=55, Malades=29, Morts=16, Moy deplacement=0.634, Moy infection=0.011, Moy mort=0.015, Prop confinement=0.300

Heure=7500: Sains=54, Malades=30, Morts=16, Moy deplacement=0.654, Moy infection=0.012, Moy mort=0.015, Prop confinement=0.300

Heure=7650: Sains=57, Malades=27, Morts=16, Moy deplacement=0.564, Moy infection=0.010, Moy mort=0.015, Prop confinement=0.300

Heure=7800: Sains=59, Malades=24, Morts=17, Moy deplacement=0.619, Moy infection=0.009, Moy mort=0.014, Prop confinement=0.300

Heure=7950: Sains=59, Malades=24, Morts=17, Moy deplacement=0.671, Moy infection=0.009, Moy mort=0.014, Prop confinement=0.300

Heure=8100: Sains=68, Malades=15, Morts=17, Moy deplacement=0.637, Moy infection=0.005, Moy mort=0.014, Prop confinement=0.300

Heure=8250: Sains=69, Malades=14, Morts=17, Moy deplacement=0.672, Moy infection=0.005, Moy mort=0.014, Prop confinement=0.300

Heure=8400: Sains=70, Malades=13, Morts=17, Moy deplacement=0.667, Moy infection=0.005, Moy mort=0.014, Prop confinement=0.300

Heure=8550: Sains=61, Malades=22, Morts=17, Moy deplacement=0.604, Moy infection=0.008, Moy mort=0.014, Prop confinement=0.300

Heure=8700: Sains=57, Malades=26, Morts=17, Moy deplacement=0.660, Moy infection=0.009, Moy mort=0.014, Prop confinement=0.300

Heure=8850: Sains=59, Malades=23, Morts=18, Moy deplacement=0.639, Moy infection=0.009, Moy mort=0.014, Prop confinement=0.300

Heure=9000: Sains=57, Malades=25, Morts=18, Moy deplacement=0.642, Moy infection=0.009, Moy mort=0.014, Prop confinement=0.300

Heure=9150: Sains=59, Malades=23, Morts=18, Moy deplacement=0.657, Moy infection=0.008, Moy mort=0.014, Prop confinement=0.300

Heure=9300: Sains=60, Malades=22, Morts=18, Moy deplacement=0.714, Moy infection=0.008, Moy mort=0.014, Prop confinement=0.300

Heure=9450: Sains=56, Malades=26, Morts=18, Moy deplacement=0.652, Moy infection=0.009, Moy mort=0.014, Prop confinement=0.300

Heure=9600: Sains=57, Malades=25, Morts=18, Moy deplacement=0.713, Moy infection=0.009, Moy mort=0.014, Prop confinement=0.300

Heure=9750: Sains=60, Malades=21, Morts=19, Moy deplacement=0.628, Moy infection=0.007, Moy mort=0.014, Prop confinement=0.300

Heure=9900: Sains=67, Malades=14, Morts=19, Moy deplacement=0.634, Moy infection=0.005, Moy mort=0.014, Prop confinement=0.300

Heure=10050: Sains=68, Malades=12, Morts=20, Moy deplacement=0.712, Moy infection=0.004, Moy mort=0.013, Prop confinement=0.300

Heure=10200: Sains=72, Malades=8, Morts=20, Moy deplacement=0.672, Moy infection=0.003, Moy mort=0.013, Prop confinement=0.300

Heure=10350: Sains=75, Malades=5, Morts=20, Moy deplacement=0.657, Moy infection=0.002, Moy mort=0.013, Prop confinement=0.300

Heure=10500: Sains=76, Malades=4, Morts=20, Moy deplacement=0.634, Moy infection=0.001, Moy mort=0.013, Prop confinement=0.300

Heure=10650: Sains=73, Malades=6, Morts=21, Moy deplacement=0.656, Moy infection=0.002, Moy mort=0.012, Prop confinement=0.300

Heure=10800: Sains=69, Malades=10, Morts=21, Moy deplacement=0.693, Moy infection=0.003, Moy mort=0.012, Prop confinement=0.300

Heure=10950: Sains=69, Malades=10, Morts=21, Moy deplacement=0.644, Moy infection=0.003, Moy mort=0.012, Prop confinement=0.300

Heure=11100: Sains=73, Malades=6, Morts=21, Moy deplacement=0.629, Moy infection=0.002, Moy mort=0.012, Prop confinement=0.300

Heure=11250: Sains=69, Malades=10, Morts=21, Moy deplacement=0.708, Moy infection=0.004, Moy mort=0.012, Prop confinement=0.300

Heure=11400: Sains=65, Malades=14, Morts=21, Moy deplacement=0.608, Moy infection=0.005, Moy mort=0.012, Prop confinement=0.300

Heure=11550: Sains=65, Malades=14, Morts=21, Moy deplacement=0.678, Moy infection=0.005, Moy mort=0.012, Prop confinement=0.300

Heure=11700: Sains=68, Malades=11, Morts=21, Moy deplacement=0.702, Moy infection=0.004, Moy mort=0.012, Prop confinement=0.300

Heure=11850: Sains=66, Malades=13, Morts=21, Moy deplacement=0.667, Moy infection=0.005, Moy mort=0.012, Prop confinement=0.300

Heure=12000: Sains=63, Malades=16, Morts=21, Moy deplacement=0.705, Moy infection=0.005, Moy mort=0.012, Prop confinement=0.300

Heure=12150: Sains=59, Malades=19, Morts=22, Moy deplacement=0.643, Moy infection=0.006, Moy mort=0.010, Prop confinement=0.300

Heure=12300: Sains=57, Malades=20, Morts=23, Moy deplacement=0.662, Moy infection=0.007, Moy mort=0.010, Prop confinement=0.300

Heure=12450: Sains=63, Malades=14, Morts=23, Moy deplacement=0.685, Moy infection=0.005, Moy mort=0.010, Prop confinement=0.300

Heure=12600: Sains=63, Malades=14, Morts=23, Moy deplacement=0.663, Moy infection=0.005, Moy mort=0.010, Prop confinement=0.300

Heure=12750: Sains=66, Malades=11, Morts=23, Moy deplacement=0.591, Moy infection=0.004, Moy mort=0.010, Prop confinement=0.300

Heure=12900: Sains=68, Malades=8, Morts=24, Moy deplacement=0.639, Moy infection=0.003, Moy mort=0.007, Prop confinement=0.300

Heure=13050: Sains=69, Malades=7, Morts=24, Moy deplacement=0.527, Moy infection=0.002, Moy mort=0.007, Prop confinement=0.300

Heure=13200: Sains=68, Malades=8, Morts=24, Moy deplacement=0.677, Moy infection=0.003, Moy mort=0.007, Prop confinement=0.300

Heure=13350: Sains=68, Malades=8, Morts=24, Moy deplacement=0.662, Moy infection=0.003, Moy mort=0.007, Prop confinement=0.300

Heure=13500: Sains=71, Malades=5, Morts=24, Moy deplacement=0.635, Moy infection=0.002, Moy mort=0.007, Prop confinement=0.300

Heure=13650: Sains=72, Malades=4, Morts=24, Moy deplacement=0.688, Moy infection=0.001, Moy mort=0.007, Prop confinement=0.300

Heure=13800: Sains=74, Malades=2, Morts=24, Moy deplacement=0.449, Moy infection=0.001, Moy mort=0.007, Prop confinement=0.500

Heure=13950: Sains=74, Malades=2, Morts=24, Moy deplacement=0.537, Moy infection=0.001, Moy mort=0.007, Prop confinement=0.500

Heure=14100: Sains=75, Malades=1, Morts=24, Moy deplacement=0.440, Moy infection=0.000, Moy mort=0.007, Prop confinement=0.500

Heure=14250: Sains=75, Malades=1, Morts=24, Moy deplacement=0.519, Moy infection=0.000, Moy mort=0.007, Prop confinement=0.500

Heure=14400: Sains=75, Malades=1, Morts=24, Moy deplacement=0.471, Moy infection=0.000, Moy mort=0.007, Prop confinement=0.500

Simulation terminee apres 14528 heures.
Statistiques finales :
  Total infections : 636
  Max infections/heure : 2
  Min infections/heure : 0
  Moyenne infections/heure : 0.04
  Total morts : 24
  Max morts/heure : 24
  Min morts/heure : 0
  Moyenne morts/heure : 0.0016519824
