Hauteur=1000.000000, Largeur=1000.000000, Population=3000, Prop initiale=0.250000, Periode=150

Heure=150: Sains=2994, Malades=6, Morts=0, Moy deplacement=0.873, Moy infection=0.001, Moy mort=0.061, Prop confinement=0.000
Heure=2250: Sains=1678, Malades=1047, Morts=275, Moy deplacement=0.098, Moy infection=0.058, Moy mort=0.026, Prop confinement=1.000

Heure=2400: Sains=1718, Malades=993, Morts=289, Moy deplacement=0.100, Moy infection=0.053, Moy mort=0.025, Prop confinement=1.000

Heure=2550: Sains=1813, Malades=887, Morts=300, Moy deplacement=0.102, Moy infection=0.045, Moy mort=0.024, Prop confinement=1.000

Heure=2700: Sains=1916, Malades=767, Morts=317, Moy deplacement=0.099, Moy infection=0.037, Moy mort=0.023, Prop confinement=1.000

Heure=2850: Sains=1978, Malades=688, Morts=334, Moy deplacement=0.100, Moy infection=0.032, Moy mort=0.021, Prop confinement=1.000

Heure=3000: Sains=2082, Malades=578, Morts=340, Moy deplacement=0.099, Moy infection=0.026, Moy mort=0.021, Prop confinement=1.000

Heure=3150: Sains=2112, Malades=537, Morts=351, Moy deplacement=0.101, Moy infection=0.024, Moy mort=0.020, Prop confinement=1.000

Heure=3300: Sains=2129, Malades=514, Morts=357, Moy deplacement=0.098, Moy infection=0.023, Moy mort=0.020, Prop confinement=1.000

Heure=3450: Sains=2123, Malades=517, Morts=360, Moy deplacement=0.099, Moy infection=0.022, Moy mort=0.020, Prop confinement=1.000

Heure=3600: Sains=2176, Malades=460, Morts=364, Moy deplacement=0.101, Moy infection=0.019, Moy mort=0.020, Prop confinement=1.000

Heure=3750: Sains=2217, Malades=418, Morts=365, Moy deplacement=0.099, Moy infection=0.017, Moy mort=0.020, Prop confinement=1.000

Heure=3900: Sains=2225, Malades=403, Morts=372, Moy deplacement=0.101, Moy infection=0.016, Moy mort=0.019, Prop confinement=1.000

Heure=4050: Sains=2230, Malades=394, Morts=376, Moy deplacement=0.099, Moy infection=0.016, Moy mort=0.019, Prop confinement=1.000

Heure=4200: Sains=2266, Malades=356, Morts=378, Moy deplacement=0.097, Moy infection=0.014, Moy mort=0.019, Prop confinement=1.000

Heure=4350: Sains=2287, Malades=333, Morts=380, Moy deplacement=0.100, Moy infection=0.013, Moy mort=0.019, Prop confinement=1.000

Heure=4500: Sains=2337, Malades=282, Morts=381, Moy deplacement=0.240, Moy infection=0.011, Moy mort=0.019, Prop confinement=0.800

Heure=4650: Sains=2318, Malades=298, Morts=384, Moy deplacement=0.246, Moy infection=0.012, Moy mort=0.019, Prop confinement=0.800

Heure=4800: Sains=2309, Malades=306, Morts=385, Moy deplacement=0.100, Moy infection=0.012, Moy mort=0.019, Prop confinement=1.000

Heure=4950: Sains=2306, Malades=304, Morts=390, Moy deplacement=0.099, Moy infection=0.011, Moy mort=0.019, Prop confinement=1.000

Heure=5100: Sains=2301, Malades=306, Morts=393, Moy deplacement=0.099, Moy infection=0.012, Moy mort=0.018, Prop confinement=1.000

Heure=5250: Sains=2301, Malades=305, Morts=394, Moy deplacement=0.100, Moy infection=0.011, Moy mort=0.018, Prop confinement=1.000

Heure=5400: Sains=2323, Malades=281, Morts=396, Moy deplacement=0.249, Moy infection=0.010, Moy mort=0.018, Prop confinement=0.800

Heure=5550: Sains=2335, Malades=265, Morts=400, Moy deplacement=0.248, Moy infection=0.009, Moy mort=0.018, Prop confinement=0.800

Heure=5700: Sains=2330, Malades=267, Morts=403, Moy deplacement=0.246, Moy infection=0.009, Moy mort=0.018, Prop confinement=0.800

Heure=5850: Sains=2304, Malades=291, Morts=405, Moy deplacement=0.253, Moy infection=0.010, Moy mort=0.018, Prop confinement=0.800

Heure=6000: Sains=2294, Malades=301, Morts=405, Moy deplacement=0.232, Moy infection=0.010, Moy mort=0.018, Prop confinement=0.800

Heure=6150: Sains=2311, Malades=283, Morts=406, Moy deplacement=0.231, Moy infection=0.010, Moy mort=0.018, Prop confinement=0.800

Heure=6300: Sains=2292, Malades=299, Morts=409, Moy deplacement=0.258, Moy infection=0.010, Moy mort=0.018, Prop confinement=0.800

Heure=6450: Sains=2293, Malades=296, Morts=411, Moy deplacement=0.245, Moy infection=0.010, Moy mort=0.018, Prop confinement=0.800

Heure=6600: Sains=2304, Malades=285, Morts=411, Moy deplacement=0.246, Moy infection=0.009, Moy mort=0.018, Prop confinement=0.800

Heure=6750: Sains=2333, Malades=255, Morts=412, Moy deplacement=0.261, Moy infection=0.008, Moy mort=0.017, Prop confinement=0.800

Heure=6900: Sains=2319, Malades=269, Morts=412, Moy deplacement=0.258, Moy infection=0.009, Moy mort=0.017, Prop confinement=0.800

Heure=7050: Sains=2328, Malades=258, Morts=414, Moy deplacement=0.256, Moy infection=0.008, Moy mort=0.017, Prop confinement=0.800

Heure=7200: Sains=2307, Malades=278, Morts=415, Moy deplacement=0.251, Moy infection=0.009, Moy mort=0.017, Prop confinement=0.800

Heure=7350: Sains=2318, Malades=266, Morts=416, Moy deplacement=0.249, Moy infection=0.008, Moy mort=0.017, Prop confinement=0.800

Heure=7500: Sains=2334, Malades=248, Morts=418, Moy deplacement=0.252, Moy infection=0.008, Moy mort=0.017, Prop confinement=0.800

Heure=7650: Sains=2347, Malades=231, Morts=422, Moy deplacement=0.257, Moy infection=0.007, Moy mort=0.017, Prop confinement=0.800

Heure=7800: Sains=2344, Malades=231, Morts=425, Moy deplacement=0.262, Moy infection=0.007, Moy mort=0.017, Prop confinement=0.800

Heure=7950: Sains=2321, Malades=250, Morts=429, Moy deplacement=0.254, Moy infection=0.008, Moy mort=0.017, Prop confinement=0.800

Heure=8100: Sains=2337, Malades=232, Morts=431, Moy deplacement=0.252, Moy infection=0.007, Moy mort=0.017, Prop confinement=0.800

Heure=8250: Sains=2355, Malades=213, Morts=432, Moy deplacement=0.250, Moy infection=0.007, Moy mort=0.017, Prop confinement=0.800

Heure=8400: Sains=2361, Malades=205, Morts=434, Moy deplacement=0.251, Moy infection=0.006, Moy mort=0.017, Prop confinement=0.800

Heure=8550: Sains=2366, Malades=196, Morts=438, Moy deplacement=0.254, Moy infection=0.006, Moy mort=0.017, Prop confinement=0.800

Heure=8700: Sains=2362, Malades=199, Morts=439, Moy deplacement=0.259, Moy infection=0.006, Moy mort=0.017, Prop confinement=0.800

Heure=8850: Sains=2373, Malades=186, Morts=441, Moy deplacement=0.254, Moy infection=0.005, Moy mort=0.016, Prop confinement=0.800

Heure=9000: Sains=2369, Malades=188, Morts=443, Moy deplacement=0.263, Moy infection=0.006, Moy mort=0.016, Prop confinement=0.800

Heure=9150: Sains=2369, Malades=185, Morts=446, Moy deplacement=0.260, Moy infection=0.006, Moy mort=0.016, Prop confinement=0.800

Heure=9300: Sains=2359, Malades=194, Morts=447, Moy deplacement=0.267, Moy infection=0.006, Moy mort=0.016, Prop confinement=0.800

Heure=9450: Sains=2376, Malades=177, Morts=447, Moy deplacement=0.261, Moy infection=0.005, Moy mort=0.016, Prop confinement=0.800

Heure=9600: Sains=2396, Malades=154, Morts=450, Moy deplacement=0.253, Moy infection=0.005, Moy mort=0.016, Prop confinement=0.800

Heure=9750: Sains=2413, Malades=135, Morts=452, Moy deplacement=0.247, Moy infection=0.004, Moy mort=0.016, Prop confinement=0.800

Heure=9900: Sains=2416, Malades=132, Morts=452, Moy deplacement=0.255, Moy infection=0.004, Moy mort=0.016, Prop confinement=0.800

Heure=10050: Sains=2428, Malades=119, Morts=453, Moy deplacement=0.257, Moy infection=0.004, Moy mort=0.016, Prop confinement=0.800

Heure=10200: Sains=2434, Malades=113, Morts=453, Moy deplacement=0.251, Moy infection=0.003, Moy mort=0.016, Prop confinement=0.800

Heure=10350: Sains=2447, Malades=100, Morts=453, Moy deplacement=0.246, Moy infection=0.003, Moy mort=0.016, Prop confinement=0.800

Heure=10500: Sains=2454, Malades=93, Morts=453, Moy deplacement=0.263, Moy infection=0.003, Moy mort=0.016, Prop confinement=0.800

Heure=10650: Sains=2463, Malades=83, Morts=454, Moy deplacement=0.484, Moy infection=0.002, Moy mort=0.016, Prop confinement=0.500

Heure=10800: Sains=2461, Malades=82, Morts=457, Moy deplacement=0.486, Moy infection=0.003, Moy mort=0.016, Prop confinement=0.500

Heure=10950: Sains=2458, Malades=84, Morts=458, Moy deplacement=0.500, Moy infection=0.003, Moy mort=0.016, Prop confinement=0.500

Heure=11100: Sains=2441, Malades=101, Morts=458, Moy deplacement=0.248, Moy infection=0.003, Moy mort=0.016, Prop confinement=0.800

Heure=11250: Sains=2435, Malades=104, Morts=461, Moy deplacement=0.249, Moy infection=0.003, Moy mort=0.016, Prop confinement=0.800

Heure=11400: Sains=2428, Malades=109, Morts=463, Moy deplacement=0.245, Moy infection=0.003, Moy mort=0.016, Prop confinement=0.800

Heure=11550: Sains=2423, Malades=112, Morts=465, Moy deplacement=0.268, Moy infection=0.003, Moy mort=0.016, Prop confinement=0.800

Heure=11700: Sains=2411, Malades=123, Morts=466, Moy deplacement=0.252, Moy infection=0.004, Moy mort=0.016, Prop confinement=0.800

Heure=11850: Sains=2421, Malades=111, Morts=468, Moy deplacement=0.248, Moy infection=0.003, Moy mort=0.016, Prop confinement=0.800

Heure=12000: Sains=2436, Malades=96, Morts=468, Moy deplacement=0.264, Moy infection=0.003, Moy mort=0.016, Prop confinement=0.800

Heure=12150: Sains=2438, Malades=94, Morts=468, Moy deplacement=0.261, Moy infection=0.003, Moy mort=0.016, Prop confinement=0.800

Heure=12300: Sains=2454, Malades=78, Morts=468, Moy deplacement=0.495, Moy infection=0.002, Moy mort=0.016, Prop confinement=0.500

Heure=12450: Sains=2466, Malades=65, Morts=469, Moy deplacement=0.486, Moy infection=0.002, Moy mort=0.016, Prop confinement=0.500

Heure=12600: Sains=2466, Malades=65, Morts=469, Moy deplacement=0.497, Moy infection=0.002, Moy mort=0.016, Prop confinement=0.500

Heure=12750: Sains=2462, Malades=68, Morts=470, Moy deplacement=0.496, Moy infection=0.002, Moy mort=0.016, Prop confinement=0.500

Heure=12900: Sains=2457, Malades=72, Morts=471, Moy deplacement=0.490, Moy infection=0.002, Moy mort=0.016, Prop confinement=0.500

Heure=13050: Sains=2440, Malades=88, Morts=472, Moy deplacement=0.491, Moy infection=0.002, Moy mort=0.016, Prop confinement=0.500

Heure=13200: Sains=2433, Malades=95, Morts=472, Moy deplacement=0.253, Moy infection=0.003, Moy mort=0.016, Prop confinement=0.800

Heure=13350: Sains=2437, Malades=89, Morts=474, Moy deplacement=0.483, Moy infection=0.003, Moy mort=0.015, Prop confinement=0.500

Heure=13500: Sains=2421, Malades=103, Morts=476, Moy deplacement=0.255, Moy infection=0.003, Moy mort=0.015, Prop confinement=0.800

Heure=13650: Sains=2433, Malades=91, Morts=476, Moy deplacement=0.252, Moy infection=0.003, Moy mort=0.015, Prop confinement=0.800

Heure=13800: Sains=2444, Malades=80, Morts=476, Moy deplacement=0.482, Moy infection=0.002, Moy mort=0.015, Prop confinement=0.500

Heure=13950: Sains=2462, Malades=61, Morts=477, Moy deplacement=0.476, Moy infection=0.002, Moy mort=0.015, Prop confinement=0.500
